team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
S.J,2008,S.J,2008020008,S.J,ANA,HOME,20081009,Team Level,other,0.5973,0.6667,0.6667,24.0,1.326,0.175,0.136,0.261,0.043,0.803,0.581,0.147,0.175,0.147,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.074,0.101,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.045,0.0,0.0,0.22,0.22,0.185,0.725,0.118,0.044,0.114,0.023,0.463,0.237,0.118,0.118,0.118,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.015,0.0,0.0,0.133,0.133,0.133
S.J,2008,S.J,2008020008,S.J,ANA,HOME,20081009,Team Level,all,0.7406,0.6117,0.6154,3600.0,34.463,3.628,2.876,7.565,1.112,20.046,12.773,3.37,3.642,3.384,41.0,7.0,15.0,63.0,4.0,3.0,1.0,6.0,0.0,13.0,22.0,37.0,44.0,2.0,4.0,35.0,23.0,6.0,8.0,32.0,12.0,4.0,1.166,1.357,1.105,1.0,1.0,2.0,64.278,48.0,48.39,4.0,0.658,0.666,0.666,3.62,3.634,3.428,20.186,1.271,1.268,4.608,0.701,11.966,9.252,1.234,1.249,1.213,29.0,1.0,10.0,40.0,1.0,2.0,0.0,10.0,0.0,10.0,7.0,28.0,29.0,7.0,14.0,25.0,14.0,4.0,1.0,26.0,4.0,0.0,0.649,0.622,0.0,1.0,0.0,0.0,38.441,30.0,29.452,0.0,0.278,0.23,0.23,1.254,1.24,1.212
S.J,2008,S.J,2008020008,S.J,ANA,HOME,20081009,Team Level,5on5,0.6423,0.5571,0.5769,2671.0,21.516,1.945,1.636,4.923,0.691,12.438,8.366,1.928,1.96,1.943,24.0,6.0,9.0,39.0,2.0,2.0,1.0,3.0,0.0,8.0,15.0,22.0,28.0,2.0,4.0,21.0,21.0,6.0,7.0,22.0,5.0,3.0,0.632,0.529,0.784,0.0,0.0,2.0,40.278,30.0,30.39,4.0,0.338,0.345,0.345,1.938,1.951,1.94,14.604,1.083,0.881,3.417,0.529,8.32,6.835,1.046,1.061,1.025,22.0,0.0,9.0,31.0,1.0,2.0,0.0,8.0,0.0,6.0,5.0,21.0,21.0,6.0,12.0,19.0,12.0,4.0,0.0,19.0,3.0,0.0,0.579,0.503,0.0,1.0,0.0,0.0,29.441,22.0,21.452,0.0,0.179,0.23,0.23,0.967,0.953,0.926
S.J,2008,S.J,2008020008,S.J,ANA,HOME,20081009,Team Level,4on5,0.0,0.2222,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.103,0.033,0.315,0.949,0.13,2.967,1.606,0.033,0.033,0.033,5.0,1.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,0.0,0.078,0.0,0.0,0.111,0.111,0.111
S.J,2008,S.J,2008020008,S.J,ANA,HOME,20081009,Team Level,5on4,0.976,0.9524,0.9412,665.0,11.62,1.507,1.104,2.381,0.378,6.806,3.825,1.295,1.507,1.295,15.0,1.0,4.0,20.0,2.0,1.0,0.0,3.0,0.0,4.0,6.0,13.0,14.0,0.0,0.0,7.0,1.0,0.0,1.0,9.0,6.0,1.0,0.46,0.726,0.32,1.0,1.0,0.0,20.0,16.0,16.0,0.0,0.276,0.32,0.32,1.462,1.462,1.303,0.754,0.037,0.028,0.127,0.019,0.216,0.574,0.037,0.037,0.037,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.006,0.0,0.0,0.043,0.043,0.043
S.J,2008,S.J,2008020028,S.J,L.A,HOME,20081011,Team Level,other,1.0,0.5,1.0,84.0,0.736,0.027,0.05,0.124,0.019,0.538,0.242,0.027,0.027,0.027,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.012,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.J,2008,S.J,2008020028,S.J,L.A,HOME,20081011,Team Level,all,0.7307,0.6699,0.7342,3600.0,42.489,4.737,3.503,9.034,1.236,23.685,15.805,4.556,4.59,4.412,41.0,17.0,11.0,69.0,3.0,5.0,1.0,7.0,0.0,21.0,22.0,38.0,55.0,4.0,8.0,30.0,24.0,11.0,11.0,39.0,12.0,7.0,1.458,1.304,1.975,1.0,1.0,1.0,67.475,58.0,56.741,3.0,0.773,1.324,1.324,4.186,4.076,3.957,15.077,1.746,1.032,2.946,0.467,7.908,6.9,1.744,1.77,1.767,13.0,8.0,13.0,34.0,1.0,0.0,0.0,3.0,0.0,7.0,10.0,12.0,20.0,6.0,12.0,22.0,24.0,3.0,7.0,14.0,6.0,1.0,0.362,0.812,0.572,0.0,0.0,1.0,33.861,21.0,21.08,2.0,0.229,0.0,0.0,1.976,2.003,1.997
S.J,2008,S.J,2008020028,S.J,L.A,HOME,20081011,Team Level,5on5,0.7432,0.6438,0.717,2489.0,28.062,3.004,2.174,6.129,0.809,15.076,10.808,2.948,2.857,2.804,30.0,8.0,9.0,47.0,2.0,4.0,1.0,5.0,0.0,14.0,13.0,28.0,36.0,3.0,6.0,20.0,19.0,7.0,9.0,26.0,7.0,5.0,0.872,0.714,1.417,0.0,1.0,1.0,45.475,38.0,36.741,3.0,0.451,1.009,1.009,2.446,2.336,2.318,10.797,1.038,0.672,2.299,0.351,5.718,4.922,1.037,1.061,1.06,8.0,7.0,11.0,26.0,0.0,0.0,0.0,3.0,0.0,5.0,7.0,8.0,15.0,6.0,12.0,14.0,19.0,3.0,6.0,10.0,5.0,0.0,0.331,0.707,0.0,0.0,0.0,0.0,25.861,15.0,15.08,1.0,0.137,0.0,0.0,1.175,1.203,1.201
S.J,2008,S.J,2008020028,S.J,L.A,HOME,20081011,Team Level,4on5,0.0891,0.1429,0.1667,398.0,0.739,0.059,0.031,0.095,0.016,0.21,0.589,0.059,0.059,0.059,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.059,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.007,0.0,0.0,0.066,0.066,0.066,3.732,0.603,0.327,0.59,0.088,1.949,1.443,0.601,0.603,0.601,4.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0,1.0,0.031,0.0,0.572,0.0,0.0,1.0,6.0,5.0,5.0,1.0,0.084,0.0,0.0,0.687,0.687,0.683
S.J,2008,S.J,2008020028,S.J,L.A,HOME,20081011,Team Level,5on4,0.9395,0.9524,0.9474,629.0,12.951,1.647,1.249,2.686,0.391,7.861,4.167,1.522,1.647,1.522,10.0,8.0,2.0,20.0,0.0,1.0,0.0,2.0,0.0,6.0,9.0,10.0,18.0,1.0,2.0,5.0,1.0,1.0,2.0,11.0,5.0,2.0,0.5,0.589,0.558,0.0,0.0,0.0,20.0,18.0,18.0,0.0,0.303,0.315,0.315,1.635,1.635,1.534,0.548,0.106,0.033,0.056,0.029,0.241,0.535,0.106,0.106,0.106,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.106,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.008,0.0,0.0,0.114,0.114,0.114
S.J,2008,S.J,2008020031,S.J,L.A,AWAY,20081012,Team Level,other,0.6842,0.5,0.5,70.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.065,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701,0.03,0.036,0.131,0.024,0.524,0.255,0.03,0.03,0.03,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.009,0.0,0.0,0.039,0.039,0.039
S.J,2008,S.J,2008020031,S.J,L.A,AWAY,20081012,Team Level,all,0.4562,0.5288,0.5385,3600.0,29.295,1.717,2.118,6.966,0.95,16.754,12.56,1.669,1.814,1.764,19.0,23.0,13.0,55.0,1.0,2.0,0.0,4.0,0.0,17.0,18.0,18.0,41.0,5.0,10.0,25.0,16.0,2.0,6.0,35.0,7.0,0.0,0.859,0.858,0.0,1.0,0.0,0.0,57.583,42.0,43.745,4.0,0.455,0.252,0.252,1.854,1.958,1.906,25.865,2.047,1.864,5.756,0.796,14.701,10.836,1.984,2.001,1.939,21.0,15.0,13.0,49.0,0.0,2.0,0.0,5.0,0.0,10.0,19.0,21.0,36.0,3.0,6.0,22.0,25.0,4.0,18.0,29.0,5.0,2.0,0.852,0.629,0.566,0.0,0.0,0.0,47.185,36.0,34.818,6.0,0.413,0.566,0.566,1.894,1.837,1.809
S.J,2008,S.J,2008020031,S.J,L.A,AWAY,20081012,Team Level,5on5,0.6638,0.5658,0.5926,2570.0,22.959,1.566,1.503,5.636,0.748,12.839,9.707,1.521,1.663,1.615,15.0,17.0,11.0,43.0,1.0,1.0,0.0,3.0,0.0,16.0,11.0,14.0,31.0,5.0,10.0,16.0,16.0,1.0,5.0,25.0,7.0,0.0,0.708,0.858,0.0,1.0,0.0,0.0,45.583,32.0,33.745,3.0,0.304,0.091,0.252,1.618,1.721,1.679,15.469,0.793,0.98,3.806,0.496,9.224,6.702,0.792,0.747,0.747,12.0,10.0,11.0,33.0,0.0,0.0,0.0,2.0,0.0,8.0,12.0,12.0,22.0,3.0,6.0,14.0,21.0,3.0,11.0,20.0,2.0,0.0,0.535,0.258,0.0,0.0,0.0,0.0,31.185,22.0,20.818,5.0,0.2,0.0,0.0,0.992,0.935,0.934
S.J,2008,S.J,2008020031,S.J,L.A,AWAY,20081012,Team Level,4on5,0.0,0.0833,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.612,0.9,0.642,1.264,0.187,4.06,1.946,0.846,0.9,0.846,6.0,3.0,2.0,11.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,6.0,9.0,0.0,0.0,6.0,1.0,1.0,7.0,5.0,3.0,1.0,0.182,0.371,0.346,0.0,0.0,0.0,11.0,9.0,9.0,1.0,0.158,0.346,0.346,0.711,0.711,0.685
S.J,2008,S.J,2008020031,S.J,L.A,AWAY,20081012,Team Level,5on4,0.2092,0.7143,0.6923,360.0,6.336,0.086,0.615,1.33,0.201,3.915,2.853,0.083,0.086,0.083,4.0,5.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,4.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.086,0.0,0.0,0.0,0.0,0.0,10.0,9.0,9.0,0.0,0.151,0.161,0.0,0.236,0.236,0.228,3.082,0.325,0.206,0.555,0.089,0.893,1.933,0.317,0.325,0.317,2.0,2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.105,0.0,0.22,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.047,0.22,0.22,0.152,0.152,0.151
S.J,2008,S.J,2008020043,S.J,CBJ,HOME,20081014,Team Level,other,0.625,0.3333,0.5,66.0,0.814,0.135,0.04,0.111,0.021,0.321,0.371,0.135,0.135,0.135,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.01,0.0,0.0,0.144,0.144,0.144,0.768,0.081,0.039,0.232,0.022,0.31,0.315,0.071,0.081,0.071,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.081,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.01,0.0,0.0,0.091,0.091,0.08
S.J,2008,S.J,2008020043,S.J,CBJ,HOME,20081014,Team Level,all,0.4797,0.4679,0.4459,3600.0,23.448,1.988,1.374,5.136,0.786,12.606,11.11,1.919,1.951,1.883,25.0,8.0,18.0,51.0,5.0,3.0,2.0,4.0,0.0,7.0,14.0,20.0,28.0,7.0,14.0,29.0,26.0,6.0,17.0,26.0,5.0,2.0,0.788,0.68,0.52,3.0,0.0,2.0,50.271,33.0,32.608,6.0,0.293,0.685,0.685,1.597,1.567,1.559,29.135,2.156,2.168,7.207,0.945,16.7,11.824,2.11,2.173,2.128,33.0,8.0,17.0,58.0,2.0,3.0,0.0,7.0,1.0,13.0,15.0,31.0,39.0,3.0,6.0,25.0,23.0,6.0,5.0,34.0,5.0,2.0,0.882,0.506,0.768,0.0,0.0,2.0,57.984,41.0,41.4,2.0,0.519,0.089,0.089,2.585,2.609,2.56
S.J,2008,S.J,2008020043,S.J,CBJ,HOME,20081014,Team Level,5on5,0.5111,0.4937,0.46,2757.0,16.581,1.082,0.854,4.015,0.548,8.875,7.626,1.054,1.046,1.018,18.0,5.0,16.0,39.0,2.0,2.0,1.0,3.0,0.0,4.0,12.0,16.0,21.0,6.0,12.0,24.0,24.0,4.0,12.0,20.0,2.0,1.0,0.494,0.282,0.306,1.0,0.0,1.0,38.271,23.0,22.608,4.0,0.17,0.471,0.471,0.781,0.752,0.751,18.501,1.035,1.196,4.528,0.595,11.242,8.404,1.006,1.053,1.023,22.0,5.0,13.0,40.0,0.0,1.0,0.0,6.0,1.0,9.0,10.0,22.0,27.0,3.0,6.0,15.0,22.0,2.0,5.0,24.0,3.0,0.0,0.735,0.3,0.0,0.0,0.0,0.0,39.984,27.0,27.4,2.0,0.237,0.047,0.047,1.225,1.249,1.219
S.J,2008,S.J,2008020043,S.J,CBJ,HOME,20081014,Team Level,4on5,0.3189,0.25,0.25,629.0,3.002,0.428,0.207,0.437,0.095,0.826,2.007,0.392,0.428,0.392,4.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,1.0,1.0,0.046,0.169,0.213,1.0,0.0,1.0,5.0,4.0,4.0,1.0,0.048,0.213,0.213,0.263,0.263,0.26,9.135,0.914,0.892,2.365,0.31,4.898,2.621,0.909,0.914,0.909,10.0,2.0,3.0,15.0,2.0,2.0,0.0,1.0,0.0,3.0,4.0,8.0,10.0,0.0,0.0,8.0,1.0,3.0,0.0,10.0,0.0,2.0,0.146,0.0,0.768,0.0,0.0,2.0,15.0,12.0,12.0,0.0,0.263,0.042,0.042,1.136,1.136,1.128
S.J,2008,S.J,2008020043,S.J,CBJ,HOME,20081014,Team Level,5on4,0.7323,0.8571,0.8333,148.0,3.052,0.342,0.273,0.573,0.122,2.584,1.106,0.339,0.342,0.339,2.0,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.248,0.095,0.0,1.0,0.0,0.0,6.0,5.0,5.0,0.0,0.066,0.0,0.0,0.408,0.408,0.403,0.732,0.125,0.04,0.082,0.018,0.251,0.485,0.125,0.125,0.125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.009,0.0,0.0,0.134,0.134,0.134
S.J,2008,S.J,2008020061,S.J,ANA,AWAY,20081017,Team Level,other,0.8507,0.6667,0.625,290.0,3.435,0.741,0.222,0.521,0.127,1.675,1.714,0.741,0.741,0.741,3.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,5.0,2.0,4.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,0.07,0.221,0.45,0.0,0.0,0.0,6.0,5.0,5.0,0.0,0.078,0.0,0.0,0.82,0.82,0.82,2.123,0.13,0.14,0.299,0.07,1.099,1.262,0.13,0.13,0.13,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,6.0,0.0,3.0,2.0,3.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.043,0.0,0.0,0.173,0.173,0.173
S.J,2008,S.J,2008020061,S.J,ANA,AWAY,20081017,Team Level,all,0.5539,0.5784,0.5909,3600.0,36.334,2.67,2.788,8.288,1.304,21.307,14.707,2.635,2.676,2.64,38.0,14.0,7.0,59.0,0.0,2.0,0.0,6.0,0.0,22.0,22.0,38.0,52.0,10.0,29.0,34.0,24.0,9.0,10.0,43.0,6.0,3.0,1.041,0.695,0.935,0.0,0.0,0.0,57.605,52.0,51.243,4.0,0.684,0.485,0.542,2.748,2.748,2.716,25.789,2.15,1.915,5.292,0.774,14.961,10.908,2.118,2.159,2.127,20.0,16.0,7.0,43.0,4.0,0.0,0.0,5.0,0.0,14.0,13.0,16.0,32.0,11.0,31.0,23.0,23.0,11.0,12.0,28.0,7.0,1.0,0.998,0.879,0.273,2.0,1.0,1.0,44.22,36.0,36.81,3.0,0.428,0.0,0.0,2.578,2.588,2.548
S.J,2008,S.J,2008020061,S.J,ANA,AWAY,20081017,Team Level,5on5,0.5666,0.541,0.5849,2389.0,21.859,1.573,1.311,5.262,0.733,11.951,9.235,1.541,1.578,1.546,23.0,8.0,2.0,33.0,0.0,2.0,0.0,2.0,0.0,14.0,13.0,23.0,31.0,6.0,18.0,15.0,21.0,5.0,6.0,26.0,3.0,2.0,0.794,0.294,0.485,0.0,0.0,0.0,31.605,31.0,30.243,2.0,0.263,0.485,0.485,1.286,1.286,1.266,15.687,1.203,1.138,3.522,0.464,9.246,6.428,1.192,1.211,1.201,11.0,11.0,6.0,28.0,3.0,0.0,0.0,4.0,0.0,7.0,8.0,8.0,19.0,6.0,18.0,13.0,22.0,7.0,8.0,18.0,3.0,1.0,0.624,0.306,0.273,1.0,1.0,1.0,29.22,22.0,22.81,1.0,0.229,0.0,0.0,1.431,1.441,1.428
S.J,2008,S.J,2008020061,S.J,ANA,AWAY,20081017,Team Level,4on5,0.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.154,0.808,0.627,1.44,0.217,4.4,2.508,0.787,0.808,0.787,6.0,4.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,9.0,3.0,6.0,3.0,0.0,0.0,2.0,6.0,4.0,0.0,0.235,0.573,0.0,1.0,0.0,0.0,11.0,10.0,10.0,0.0,0.153,0.0,0.0,0.961,0.961,0.935
S.J,2008,S.J,2008020061,S.J,ANA,AWAY,20081017,Team Level,5on4,0.9754,0.9524,0.9412,570.0,11.04,0.357,1.255,2.504,0.444,7.681,3.758,0.353,0.357,0.353,12.0,4.0,4.0,20.0,0.0,0.0,0.0,3.0,0.0,7.0,6.0,12.0,16.0,2.0,7.0,11.0,1.0,1.0,2.0,15.0,1.0,0.0,0.177,0.18,0.0,0.0,0.0,0.0,20.0,16.0,16.0,0.0,0.343,0.0,0.057,0.643,0.643,0.631,0.826,0.009,0.011,0.032,0.022,0.215,0.711,0.009,0.009,0.009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.004,0.0,0.0,0.013,0.013,0.013
S.J,2008,S.J,2008020075,S.J,PHI,HOME,20081018,Team Level,other,0.8662,0.7778,0.7333,361.0,6.864,1.12,0.661,1.308,0.278,4.579,2.119,1.0,1.12,1.0,9.0,2.0,3.0,14.0,2.0,1.0,1.0,5.0,0.0,2.0,1.0,7.0,9.0,0.0,0.0,9.0,3.0,0.0,3.0,6.0,4.0,1.0,0.282,0.596,0.242,2.0,0.0,0.0,14.0,11.0,11.0,0.0,0.195,0.065,0.065,1.25,1.25,1.112,2.895,0.173,0.133,0.658,0.09,1.327,1.618,0.173,0.173,0.173,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,1.0,1.0,1.0,3.0,1.0,0.0,0.083,0.091,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0.0,0.033,0.0,0.0,0.206,0.206,0.206
S.J,2008,S.J,2008020075,S.J,PHI,HOME,20081018,Team Level,all,0.7144,0.6694,0.6813,3685.0,43.192,5.054,3.416,9.77,1.575,24.921,16.329,4.785,4.889,4.626,45.0,17.0,19.0,81.0,5.0,4.0,3.0,15.0,2.0,20.0,16.0,40.0,57.0,7.0,17.0,36.0,43.0,5.0,18.0,41.0,15.0,6.0,1.572,1.856,1.626,2.0,1.0,2.0,78.171,62.0,59.863,8.0,0.829,0.994,0.994,4.888,4.731,4.506,20.887,2.02,1.439,4.686,0.662,10.932,9.26,1.829,2.148,1.941,17.0,12.0,11.0,40.0,4.0,1.0,1.0,4.0,2.0,10.0,8.0,13.0,25.0,11.0,25.0,26.0,29.0,5.0,5.0,20.0,7.0,2.0,0.528,0.809,0.683,1.0,2.0,1.0,42.242,29.0,30.452,4.0,0.307,0.443,0.443,1.884,1.988,1.933
S.J,2008,S.J,2008020075,S.J,PHI,HOME,20081018,Team Level,5on5,0.6,0.5949,0.6,2742.0,25.767,2.731,1.934,6.085,0.92,13.868,10.461,2.624,2.567,2.466,27.0,9.0,11.0,47.0,2.0,2.0,2.0,9.0,1.0,14.0,8.0,25.0,34.0,7.0,17.0,21.0,36.0,5.0,14.0,25.0,8.0,3.0,0.828,0.942,0.961,0.0,0.0,2.0,44.171,36.0,33.863,8.0,0.403,0.716,0.716,2.418,2.261,2.213,17.151,1.821,1.281,3.803,0.547,9.396,7.153,1.63,1.949,1.741,14.0,10.0,8.0,32.0,2.0,1.0,1.0,4.0,1.0,9.0,7.0,12.0,22.0,11.0,25.0,16.0,28.0,4.0,3.0,16.0,6.0,2.0,0.419,0.719,0.683,0.0,1.0,1.0,34.242,24.0,25.452,3.0,0.268,0.443,0.443,1.646,1.75,1.695
