team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
S.J,2010,S.J,2010020466,S.J,DAL,AWAY,20101216,Team Level,4on5,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.323,0.366,0.196,0.469,0.081,1.213,0.675,0.363,0.366,0.363,2.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.031,0.109,0.226,0.0,1.0,1.0,5.0,3.0,3.0,0.0,0.056,0.0,0.0,0.422,0.422,0.418
S.J,2010,S.J,2010020466,S.J,DAL,AWAY,20101216,Team Level,5on4,0.6726,0.8571,0.8571,524.0,8.968,0.602,0.894,1.846,0.257,5.553,2.847,0.601,0.602,0.601,9.0,3.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,9.0,12.0,0.0,0.0,2.0,1.0,1.0,0.0,11.0,0.0,1.0,0.131,0.0,0.471,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.24,0.015,0.015,0.828,0.828,0.824,1.656,0.293,0.069,0.221,0.047,0.37,1.0,0.293,0.293,0.293,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.026,0.0,0.266,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.015,0.0,0.0,0.308,0.308,0.308
S.J,2010,S.J,2010020480,S.J,STL,AWAY,20101218,Team Level,other,0.8407,0.6667,0.7778,311.0,5.131,0.554,0.277,1.037,0.159,2.495,2.478,0.55,0.554,0.55,7.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,6.0,0.0,1.0,0.25,0.0,0.303,0.0,0.0,0.0,8.0,7.0,7.0,0.0,0.069,0.0,0.0,0.623,0.623,0.618,1.61,0.105,0.107,0.471,0.05,0.688,0.58,0.105,0.105,0.105,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.025,0.0,0.0,0.129,0.129,0.129
S.J,2010,S.J,2010020480,S.J,STL,AWAY,20101218,Team Level,all,0.7452,0.5636,0.5952,3600.0,35.952,3.114,2.62,7.61,1.182,20.281,15.194,2.986,3.338,3.193,34.0,16.0,12.0,62.0,4.0,3.0,1.0,4.0,1.0,17.0,21.0,30.0,46.0,7.0,21.0,26.0,24.0,5.0,1.0,40.0,6.0,4.0,1.118,0.685,1.31,2.0,0.0,2.0,67.432,50.0,53.824,1.0,0.607,0.583,0.583,3.137,3.32,3.288,24.297,1.065,1.443,6.727,0.942,13.986,9.836,1.061,0.987,0.983,22.0,12.0,14.0,48.0,1.0,1.0,0.0,5.0,0.0,16.0,11.0,21.0,33.0,9.0,27.0,23.0,37.0,5.0,6.0,32.0,2.0,0.0,0.733,0.332,0.0,1.0,0.0,0.0,42.986,34.0,30.488,3.0,0.297,0.019,0.019,1.343,1.242,1.237
S.J,2010,S.J,2010020480,S.J,STL,AWAY,20101218,Team Level,5on5,0.7159,0.4815,0.4918,2838.0,21.632,1.996,1.47,4.71,0.709,11.68,9.435,1.873,2.22,2.079,20.0,10.0,9.0,39.0,3.0,2.0,1.0,3.0,1.0,7.0,14.0,17.0,27.0,6.0,16.0,16.0,24.0,4.0,0.0,22.0,6.0,2.0,0.752,0.685,0.559,2.0,0.0,1.0,44.432,30.0,33.824,0.0,0.305,0.559,0.559,1.742,1.925,1.898,21.877,0.792,1.244,6.129,0.868,12.876,9.091,0.788,0.715,0.71,20.0,11.0,11.0,42.0,1.0,1.0,0.0,4.0,0.0,15.0,10.0,19.0,30.0,7.0,20.0,16.0,32.0,4.0,5.0,30.0,1.0,0.0,0.629,0.164,0.0,1.0,0.0,0.0,36.986,31.0,27.488,3.0,0.249,0.019,0.019,1.022,0.922,0.916
S.J,2010,S.J,2010020480,S.J,STL,AWAY,20101218,Team Level,4on5,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.168,0.093,0.128,0.024,0.422,0.166,0.168,0.168,0.168,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.168,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.023,0.0,0.0,0.191,0.191,0.191
S.J,2010,S.J,2010020480,S.J,STL,AWAY,20101218,Team Level,5on4,1.0,1.0,1.0,396.0,9.188,0.564,0.872,1.862,0.314,6.105,3.281,0.564,0.564,0.564,7.0,6.0,2.0,15.0,1.0,1.0,0.0,1.0,0.0,6.0,4.0,6.0,12.0,1.0,5.0,6.0,0.0,0.0,0.0,12.0,0.0,1.0,0.116,0.0,0.448,0.0,0.0,1.0,15.0,13.0,13.0,0.0,0.232,0.024,0.024,0.773,0.773,0.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.J,2010,S.J,2010020501,S.J,EDM,HOME,20101221,Team Level,other,0.0,0.1667,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.738,0.175,0.219,0.562,0.087,2.212,0.744,0.171,0.175,0.171,3.0,1.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.092,0.083,0.0,1.0,0.0,0.0,5.0,4.0,4.0,0.0,0.075,0.0,0.0,0.25,0.25,0.244
S.J,2010,S.J,2010020501,S.J,EDM,HOME,20101221,Team Level,all,0.5405,0.4712,0.4667,3600.0,25.59,2.805,1.856,5.432,0.784,14.152,9.97,2.709,2.788,2.693,30.0,5.0,14.0,49.0,2.0,2.0,0.0,6.0,0.0,7.0,18.0,28.0,33.0,2.0,4.0,34.0,15.0,13.0,19.0,24.0,6.0,5.0,0.931,0.535,1.34,1.0,0.0,1.0,49.904,35.0,35.393,5.0,0.415,0.55,0.55,2.671,2.647,2.572,28.424,2.385,1.872,6.356,0.978,16.302,12.107,2.335,2.41,2.359,27.0,13.0,15.0,55.0,1.0,2.0,0.0,8.0,0.0,14.0,15.0,26.0,39.0,4.0,8.0,18.0,23.0,5.0,6.0,31.0,8.0,1.0,1.11,0.947,0.328,1.0,0.0,0.0,54.552,40.0,39.803,2.0,0.413,0.231,0.231,2.567,2.591,2.553
S.J,2010,S.J,2010020501,S.J,EDM,HOME,20101221,Team Level,5on5,0.4429,0.4235,0.4,2912.0,17.906,1.757,1.25,3.66,0.515,9.385,7.433,1.723,1.74,1.707,20.0,4.0,12.0,36.0,1.0,1.0,0.0,3.0,0.0,5.0,14.0,19.0,23.0,1.0,2.0,25.0,14.0,10.0,14.0,16.0,5.0,3.0,0.547,0.45,0.759,0.0,0.0,1.0,36.904,24.0,24.393,5.0,0.258,0.24,0.24,1.775,1.752,1.726,25.686,2.21,1.652,5.794,0.891,14.091,11.363,2.164,2.235,2.189,24.0,12.0,13.0,49.0,0.0,2.0,0.0,6.0,0.0,13.0,15.0,24.0,36.0,3.0,6.0,13.0,23.0,5.0,6.0,28.0,7.0,1.0,1.018,0.864,0.328,0.0,0.0,0.0,48.552,36.0,35.803,2.0,0.338,0.231,0.231,2.317,2.341,2.309
S.J,2010,S.J,2010020501,S.J,EDM,HOME,20101221,Team Level,4on5,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.J,2010,S.J,2010020501,S.J,EDM,HOME,20101221,Team Level,5on4,1.0,1.0,1.0,433.0,7.684,1.049,0.606,1.773,0.269,4.767,2.536,0.986,1.049,0.986,10.0,1.0,1.0,12.0,1.0,1.0,0.0,3.0,0.0,2.0,4.0,9.0,10.0,0.0,0.0,8.0,0.0,2.0,5.0,8.0,1.0,2.0,0.384,0.085,0.58,1.0,0.0,0.0,12.0,11.0,11.0,0.0,0.157,0.31,0.31,0.896,0.896,0.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.J,2010,S.J,2010020518,S.J,ARI,HOME,20101223,Team Level,other,1.0,1.0,1.0,126.0,4.949,0.801,0.465,0.924,0.225,3.463,1.122,0.642,0.801,0.642,6.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,6.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.801,0.0,0.0,0.0,0.0,10.0,7.0,7.0,0.0,0.146,0.0,0.0,0.947,0.947,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
S.J,2010,S.J,2010020518,S.J,ARI,HOME,20101223,Team Level,all,0.6882,0.6048,0.625,3600.0,43.684,5.19,3.574,9.111,1.489,25.371,15.265,4.722,5.151,4.682,39.0,21.0,15.0,75.0,4.0,5.0,1.0,5.0,4.0,25.0,17.0,35.0,56.0,3.0,6.0,33.0,14.0,11.0,10.0,30.0,27.0,3.0,1.07,3.398,0.722,1.0,2.0,1.0,75.485,60.0,60.404,2.0,0.842,0.932,0.932,5.099,5.046,4.688,26.23,2.351,1.529,5.52,0.781,14.139,11.68,2.32,2.361,2.33,25.0,11.0,13.0,49.0,1.0,2.0,0.0,4.0,2.0,9.0,18.0,24.0,35.0,8.0,16.0,20.0,20.0,5.0,15.0,30.0,4.0,2.0,0.779,0.568,1.004,0.0,0.0,1.0,48.072,36.0,35.583,6.0,0.344,0.608,0.608,2.087,2.103,2.087
S.J,2010,S.J,2010020518,S.J,ARI,HOME,20101223,Team Level,5on5,0.6174,0.5422,0.5538,2760.0,26.628,2.713,1.928,5.941,0.877,14.215,10.326,2.518,2.675,2.479,21.0,15.0,9.0,45.0,1.0,4.0,1.0,5.0,1.0,12.0,13.0,20.0,35.0,3.0,6.0,16.0,13.0,9.0,9.0,24.0,9.0,3.0,0.777,1.215,0.722,0.0,0.0,1.0,45.485,36.0,36.404,2.0,0.403,0.742,0.742,2.374,2.32,2.261,21.312,1.681,1.14,4.783,0.657,10.953,9.785,1.661,1.69,1.671,22.0,7.0,9.0,38.0,0.0,2.0,0.0,3.0,2.0,6.0,16.0,22.0,29.0,6.0,12.0,16.0,18.0,4.0,13.0,24.0,4.0,1.0,0.695,0.568,0.417,0.0,0.0,0.0,37.072,29.0,28.583,4.0,0.234,0.608,0.608,1.306,1.322,1.318
S.J,2010,S.J,2010020518,S.J,ARI,HOME,20101223,Team Level,4on5,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.146,0.629,0.354,0.664,0.107,2.952,1.294,0.618,0.629,0.618,3.0,3.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,0.042,0.0,0.586,0.0,0.0,1.0,10.0,6.0,6.0,0.0,0.103,0.0,0.0,0.732,0.732,0.72
S.J,2010,S.J,2010020518,S.J,ARI,HOME,20101223,Team Level,5on4,0.9756,0.9524,0.9444,405.0,12.107,1.676,1.181,2.246,0.387,7.693,3.817,1.561,1.676,1.561,12.0,5.0,3.0,20.0,3.0,1.0,0.0,0.0,2.0,8.0,3.0,9.0,14.0,0.0,0.0,10.0,0.0,1.0,1.0,6.0,11.0,0.0,0.293,1.382,0.0,1.0,2.0,0.0,20.0,17.0,17.0,0.0,0.292,0.189,0.189,1.779,1.779,1.669,0.772,0.042,0.035,0.072,0.017,0.233,0.601,0.042,0.042,0.042,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.008,0.0,0.0,0.049,0.049,0.049
S.J,2010,S.J,2010020535,S.J,L.A,HOME,20101227,Team Level,other,0.0758,0.7143,0.3333,211.0,0.658,0.025,0.044,0.14,0.022,0.394,0.376,0.023,0.025,0.023,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.01,0.0,0.0,0.034,0.034,0.032,1.608,0.305,0.104,0.285,0.047,0.556,0.703,0.305,0.305,0.305,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03,0.0,0.275,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.027,0.0,0.0,0.332,0.332,0.332
S.J,2010,S.J,2010020535,S.J,L.A,HOME,20101227,Team Level,all,0.3426,0.4914,0.4304,3600.0,23.119,1.456,1.493,5.554,0.754,14.423,10.32,1.414,1.397,1.355,24.0,10.0,23.0,57.0,0.0,0.0,0.0,2.0,1.0,16.0,15.0,24.0,34.0,4.0,11.0,20.0,30.0,10.0,10.0,30.0,4.0,0.0,0.966,0.49,0.0,0.0,0.0,0.0,53.991,34.0,32.462,5.0,0.318,0.0,0.0,1.774,1.701,1.648,33.056,2.794,2.431,7.184,1.076,17.641,13.874,2.726,2.97,2.899,37.0,8.0,14.0,59.0,4.0,1.0,1.0,11.0,0.0,11.0,18.0,33.0,41.0,4.0,11.0,24.0,14.0,5.0,6.0,33.0,10.0,2.0,0.994,1.311,0.489,1.0,2.0,1.0,62.589,45.0,47.449,3.0,0.511,0.136,0.136,3.168,3.355,3.274
S.J,2010,S.J,2010020535,S.J,L.A,HOME,20101227,Team Level,5on5,0.2728,0.4421,0.3881,3089.0,17.738,0.927,1.046,4.529,0.575,10.824,8.098,0.926,0.868,0.867,18.0,8.0,16.0,42.0,0.0,0.0,0.0,2.0,1.0,10.0,13.0,18.0,26.0,3.0,9.0,15.0,27.0,9.0,8.0,24.0,2.0,0.0,0.696,0.231,0.0,0.0,0.0,0.0,38.991,26.0,24.462,5.0,0.211,0.0,0.0,1.138,1.065,1.064,30.308,2.471,2.205,6.656,0.982,16.018,12.667,2.404,2.648,2.577,34.0,7.0,12.0,53.0,3.0,1.0,1.0,11.0,0.0,11.0,15.0,31.0,38.0,3.0,9.0,20.0,12.0,4.0,4.0,30.0,10.0,1.0,0.947,1.311,0.214,1.0,2.0,0.0,56.589,41.0,43.449,2.0,0.455,0.136,0.136,2.79,2.977,2.896
S.J,2010,S.J,2010020535,S.J,L.A,HOME,20101227,Team Level,4on5,0.809,0.2,0.3333,151.0,0.711,0.072,0.043,0.093,0.019,0.24,0.534,0.072,0.072,0.072,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.009,0.0,0.0,0.082,0.082,0.082,1.14,0.017,0.121,0.243,0.047,1.067,0.504,0.017,0.017,0.017,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.029,0.0,0.0,0.046,0.046,0.046
S.J,2010,S.J,2010020535,S.J,L.A,HOME,20101227,Team Level,5on4,1.0,1.0,1.0,149.0,4.012,0.432,0.36,0.792,0.138,2.965,1.313,0.393,0.432,0.393,4.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,6.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,2.0,0.0,0.173,0.259,0.0,0.0,0.0,0.0,9.0,6.0,6.0,0.0,0.088,0.0,0.0,0.52,0.52,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
S.J,2010,S.J,2010020548,S.J,MIN,AWAY,20101229,Team Level,other,0.7878,0.9231,0.8889,248.0,5.964,1.444,0.489,1.095,0.23,3.392,1.35,1.199,1.444,1.199,3.0,5.0,4.0,12.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,0.099,0.377,0.968,1.0,0.0,0.0,12.0,8.0,8.0,0.0,0.191,0.152,0.152,1.483,1.483,1.235,0.431,0.389,0.025,0.026,0.019,0.313,0.229,0.343,0.389,0.343,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.389,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.006,0.0,0.0,0.395,0.395,0.348
S.J,2010,S.J,2010020548,S.J,MIN,AWAY,20101229,Team Level,all,0.5642,0.6034,0.5595,3600.0,35.626,5.119,2.71,7.248,1.134,17.871,12.917,4.791,5.216,4.883,32.0,15.0,23.0,70.0,3.0,3.0,1.0,10.0,0.0,17.0,14.0,29.0,44.0,4.0,10.0,25.0,19.0,6.0,3.0,28.0,13.0,6.0,0.85,1.713,2.556,1.0,0.0,2.0,71.374,47.0,47.722,2.0,0.703,0.389,0.389,5.433,5.522,5.214,26.744,3.954,2.065,5.894,0.995,13.792,10.3,3.545,3.828,3.437,24.0,13.0,9.0,46.0,5.0,7.0,3.0,5.0,0.0,7.0,13.0,19.0,32.0,3.0,6.0,24.0,14.0,6.0,4.0,24.0,5.0,8.0,0.951,0.533,2.47,1.0,0.0,4.0,44.471,37.0,35.978,0.0,0.452,1.948,1.948,2.458,2.396,2.309
S.J,2010,S.J,2010020548,S.J,MIN,AWAY,20101229,Team Level,5on5,0.4529,0.5641,0.5273,2658.0,21.514,2.093,1.53,4.994,0.693,11.328,8.361,2.039,2.189,2.131,21.0,8.0,15.0,44.0,1.0,1.0,1.0,7.0,0.0,10.0,10.0,20.0,28.0,4.0,10.0,18.0,19.0,4.0,3.0,19.0,8.0,2.0,0.58,1.082,0.431,0.0,0.0,1.0,45.374,29.0,29.722,2.0,0.32,0.21,0.21,2.203,2.292,2.261,18.456,2.528,1.381,4.241,0.685,9.681,7.484,2.189,2.401,2.082,17.0,9.0,8.0,34.0,4.0,6.0,3.0,4.0,0.0,3.0,9.0,13.0,22.0,1.0,2.0,16.0,12.0,4.0,3.0,17.0,4.0,5.0,0.645,0.407,1.475,1.0,0.0,3.0,32.471,26.0,24.978,0.0,0.287,1.604,1.604,1.211,1.149,1.12
S.J,2010,S.J,2010020548,S.J,MIN,AWAY,20101229,Team Level,4on5,0.2628,0.2667,0.2857,500.0,3.313,0.37,0.232,0.353,0.075,1.007,1.964,0.37,0.37,0.37,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.116,0.254,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.051,0.0,0.0,0.421,0.421,0.421,7.857,1.038,0.659,1.627,0.291,3.798,2.587,1.012,1.038,1.012,7.0,3.0,1.0,11.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,6.0,9.0,1.0,2.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,0.306,0.126,0.606,0.0,0.0,1.0,11.0,10.0,10.0,0.0,0.158,0.344,0.344,0.852,0.852,0.84
S.J,2010,S.J,2010020548,S.J,MIN,AWAY,20101229,Team Level,5on4,1.0,1.0,1.0,194.0,4.836,1.212,0.459,0.807,0.136,2.144,1.242,1.183,1.212,1.183,5.0,1.0,4.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.055,0.0,1.157,0.0,0.0,1.0,10.0,6.0,6.0,0.0,0.14,0.027,0.027,1.326,1.326,1.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.J,2010,S.J,2010020554,S.J,CHI,AWAY,20101230,Team Level,other,0.8744,0.7143,0.5,154.0,1.636,1.365,0.047,0.058,0.034,0.319,0.178,1.365,1.365,1.365,2.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.365,0.0,0.0,2.0,5.0,2.0,2.0,0.0,0.023,0.0,0.0,1.388,1.388,1.388,1.541,0.196,0.192,0.235,0.042,0.958,0.378,0.196,0.196,0.196,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.025,0.17,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.051,0.0,0.0,0.246,0.246,0.246
